,economy,year,LandArea(count),EnergieNatualGaz(%total),RenewableConso(%totalconso),FossilfuelConso(%totalconso),PrimaryEnergy(%total),ConsoElec,PrimaryEnergy(kgoil),CO2Emission(kt),AgricultureMethane(ktco2),AgricultureMethane(٪total),EnergieMethane(ktco2),EnergieMethane,GlobalMethane(ktco2),GlobalMethane(pct_change),Population_density,AirTransport,GDP($),Population,meth_valuebylandaera,Emissions intensity,Per capita emissions,Per capita density emissions
1763,BRN,1987,5270.0,99.3282149712092,,99.7264354975007,0.273626775320285,4189.94413407821,6755.38887393148,,,0.489923893577495,,80.2475008594842,,,45.1066413662239,3400.0,2754463437.79677,237712.0,,,,
1764,BRN,1988,5270.0,99.3613138686131,,99.7244758073578,0.275524192642201,4260.79135958719,5432.44794061751,,,0.560072217819436,,86.1807612070286,,,46.6278937381404,3500.0,2690717551.18267,245729.0,,,,
1765,BRN,1989,5270.0,99.0282685512367,,99.8090373093357,0.191027205086833,4258.90686743808,6106.82725227621,,,0.588756502703497,,93.534185985601,,,48.1633776091082,3600.0,2985467979.28524,253821.0,,,,
1766,BRN,1990,5270.0,99.061433447099,0.671759471210095,99.8699973594119,0.130002640588156,4272.16639687242,6592.98738584649,3260.0,10.0,0.101317122593718,1250.0,99.290780141844,1320.00005245209,,49.7017077798861,4400.0,3520551724.13793,261928.0,0.25047439325466603,3.749412466806792e-07,0.005039553054473328,26.558444597074466
1767,BRN,1991,5270.0,99.0543735224586,0.432168224450779,99.9217502141883,0.0782497858116956,4413.39954050248,7236.05202697695,3380.0,10.0,0.0999000999000999,1340.0,99.3006993006993,1409.9999666214,2.32800276912426,51.2068311195446,4400.0,3701667052.55846,269860.0,0.2675521758294877,3.809094514988479e-07,0.00522493132224635,27.53538806823826
1768,BRN,1992,5270.0,99.1471215351812,0.205761341081909,99.9613748827197,0.0386727438121229,4758.19707587162,7568.66943507224,3590.0,10.0,0.0985221674876847,1420.0,99.2118226600985,1490.00000953674,15.5718933887158,52.6406072106262,5100.0,4183548189.07305,277416.0,0.2827324496274649,3.5615700888266326e-07,0.005370995218504844,28.305144801520523
1769,BRN,1993,5270.0,99.0956072351421,0.0,,0.0,5212.26638755519,7099.2016521901,3930.0,10.0,0.0972762645914397,1500.0,99.3190661478599,1570.00005245209,6.75444790584978,54.0252371916509,6700.0,4105706151.75145,284713.0,0.297912723425444,3.823946464805682e-07,0.005514325136021502,29.06049346683329
1770,BRN,1994,5270.0,99.158147925436,0.0,,0.0,5532.05336804426,6424.02247075548,4270.0,10.0,0.0959692898272553,1450.0,99.232245681382,1529.99997138977,6.03696780893044,55.3956356736243,9600.0,4087337959.93191,291935.0,0.29032257521627514,3.7432675897817317e-07,0.005240892566460925,27.61950382524907
1771,BRN,1995,5270.0,99.2370295015259,0.0,100.0,0.0,6342.42402966262,7512.62968200952,4600.0,10.0,0.0947867298578199,1490.0,99.3364928909953,1559.99994277954,16.0578746971271,56.7546489563567,11800.0,4734020036.68689,299097.0,0.29601516940788236,3.2952964514094204e-07,0.005215699063446107,27.486734064361002
1772,BRN,1996,5270.0,99.2463495054169,0.0,,0.0,6793.03452690434,7387.24215861736,4830.0,10.0,0.0919963201471941,1450.0,99.2640294388224,1529.99997138977,7.95680166147457,58.1017077798861,12200.0,5115602836.87943,306196.0,0.29032257521627514,2.990849798502117e-07,0.0049967993422179585,26.333132533488666
1773,BRN,1997,5270.0,99.2106356460324,0.0,,0.0,7592.22898009355,7458.46782561499,5230.0,20.0,0.178731009830206,1460.0,99.1957104557641,1549.99995231628,8.38352371062652,59.4335863377609,13600.0,5197332974.13793,313215.0,0.29411763801067936,2.9822987290387627e-07,0.00494867727380962,26.0795292329767
1774,BRN,1998,5270.0,99.1214057507987,0.0,,0.0,7730.70291611485,7266.08610909818,4520.0,20.0,0.173913043478261,1380.0,99.2173913043478,1470.00002861023,98.3648321218415,60.7499051233397,13600.0,4051147227.53346,320152.0,0.2789373868330607,3.628601840534043e-07,0.004591569094087277,24.197569125839934
1775,BRN,1999,5270.0,99.0961380443714,0.0,,0.0,7356.78576342705,7252.4698435995,4430.0,20.0,0.169204737732657,1530.0,99.1539763113367,1629.99999523163,9.77556247836622,62.0578747628083,16200.0009765625,4600000000.0,327045.0,0.30929791180865845,3.5434782505035435e-07,0.004984023590734089,26.26580432316867
1776,BRN,2000,5270.0,99.0955564294141,0.0,,0.0,7528.61412408737,7140.82161916113,4720.0,20.0,0.164880461665293,1630.0,99.1755976916735,1730.00001907349,7.48992731048805,63.3635673624288,12739.0,6001153306.2645,333926.0,0.3282732484010417,2.8827792438956244e-07,0.005180788615062888,27.302756001381436
1777,BRN,2001,5270.0,99.0694067468011,0.0,,0.0,7166.5864509843,6479.11946658528,4710.0,20.0,0.16366612111293,1560.0,99.0180032733224,1669.99995708466,12.0670128071997,64.658064516129,12237.0,5601090584.36122,340748.0,0.3168880373974687,2.9815621296100074e-07,0.004900982418340416,25.828177344654005
1778,BRN,2002,5270.0,99.0744168826361,0.0,99.9999072952175,0.0,7359.05693555861,6208.96613452368,4619.99988555908,20.0,0.16260162601626,1650.0,98.9430894308943,1769.99998092651,11.2016614745587,65.9322580645161,11953.0,5843329107.56171,347463.0,0.3358633739898501,3.029095141391225e-07,0.005094067514890823,26.845735803474646
1779,BRN,2003,5270.0,99.2165465371357,0.0,100.0,0.0,8532.8136253866,7075.18818229321,5519.99998092651,20.0,0.161550888529887,1740.0,98.8691437802908,1879.99999523163,18.139979231568,67.1812144212524,11812.0,6557333084.60567,354045.0,0.35673624197943643,2.8670192149384845e-07,0.0053100594422506465,27.98401326066089
1780,BRN,2004,5270.0,99.1115196078431,0.0,100.0,0.0,8572.35595529059,6371.59082397264,5099.99990463257,20.0,0.160384923817161,1730.0,98.7169206094627,1879.99999523163,14.5254413291797,68.3986717267552,13322.0,7872333215.00414,360461.0,0.35673624197943643,2.3881102893974e-07,0.005215543415880304,27.485913801689208
1781,BRN,2005,5270.0,99.1115196078431,0.0,100.0,0.0,8426.11605134204,6048.01522700066,4989.99977111816,20.0,0.159362549800797,1670.0,98.6454183266932,1840.0000333786,26.569193492558,69.5857685009488,11808.0,9531402847.87311,366717.0,0.34914611639062615,1.930460880466497e-07,0.005017493144246381,26.442188870178413
1782,BRN,2006,5270.0,99.0600363856883,0.0,100.0,0.0,8374.28381365207,8453.46934615137,7519.99998092651,20.0,0.165837479270315,1870.0,98.5903814262023,2039.99996185303,24.6017307026653,70.7415559772296,12381.0,11470703002.0769,372808.0,0.38709676695503414,1.7784437113258576e-07,0.005471985477385223,28.837363465820125
1783,BRN,2007,5270.0,99.0279823269514,0.0,100.0,0.0,8528.0978381404,8520.80010983556,7139.9998664856,20.0,0.17286084701815,1750.0,98.5306828003457,1919.99995708466,19.9872620283835,71.8686907020873,12128.0,12247694247.2298,378748.0,0.3643263675682467,1.5676419727075799e-07,0.005069333586143452,26.715387998975984
1784,BRN,2008,5270.0,99.0359333917616,0.0,,0.0,8474.44405150715,9212.07692787751,7909.99984741211,20.0,0.1806684733514,1830.0,98.5546522131888,2000.0,28.8235375562478,72.973055028463,13071.0,14393099068.5859,384568.0,0.3795066413662239,1.389554807112501e-07,0.005200640718936573,27.407376588795742
1785,BRN,2009,5270.0,98.9756367663344,0.0,99.9999342711957,0.0,8695.62989513491,7795.84997604474,7869.99988555908,20.0,,1630.0,,1799.99995231628,22.6713741779162,74.0628083491461,12274.0,10732366286.2643,390311.0,0.34155596818145734,1.6771696980003285e-07,0.004611706952446331,24.30369563939217
1786,BRN,2010,5270.0,98.9978902953586,0.0,,0.0,8645.30757247136,8181.56660850947,7170.00007629395,20.0,,1640.0,,1799.99995231628,23.2359986154379,75.1523719165085,12333.0,13707370737.0737,396053.0,0.34155596818145734,1.3131620839931777e-07,0.004544846150177578,23.951339211435847
1787,BRN,2011,5270.0,98.9530201342282,0.02,99.9956363279571,0.0,8612.57366016946,9645.89570267941,7329.99992370605,20.0,,1690.0,,1860.00001430511,24.4683586015922,76.1870967741935,11672.0,18525319977.7407,401506.0,0.3529411791850304,1.0040312483347187e-07,0.0046325584531865275,24.413583048293013
1788,BRN,2012,5270.0,99.0076335877863,0.01,99.9955353016648,0.0,9067.12178519258,9418.90250200426,7300.00019073486,20.0,,1650.0,,1820.00005245209,25.7007185877466,77.1601518026565,10374.0,19047940300.8963,406634.0,0.345351053596222,9.554839125395883e-08,0.004475769494071056,23.58730523375448
1789,BRN,2013,5270.0,99.0458882326215,0.01,99.9943789901774,0.0,9698.76269729076,7389.22327314417,7210.00003814697,20.0,,1490.0,,1659.9999666214,,78.1218216318786,10920.0,18093829923.2737,411702.0,0.3149905060002657,9.174397977987944e-08,0.004032042512840356,21.24886404266866
1790,BRN,2014,5270.0,99.0013315579228,0.01,99.9951884698856,0.0,10121.0590991129,8529.72956107677,7079.99992370605,20.0,,1490.0,,1659.9999666214,,79.0618595825427,10392.0,17098342541.4365,416656.0,0.3149905060002657,9.708543167845184e-08,0.00398410191290033,20.996217080984742
1791,BRN,2015,5270.0,98.9523809523809,0.01,,,,,6400.00009536743,20.0,,1390.0,,1570.00005245209,,79.9690702087287,11624.0,12930394937.8137,421437.0,0.297912723425444,1.2141934256476386e-07,0.0037253493462892197,19.63259105494418
1792,BRN,2016,5270.0,,0.01,,,,,6969.99979019165,20.0,,1390.0,,1570.00005245209,,80.8337760910816,11058.0,11400854267.7188,425994.0,0.297912723425444,1.377089835186738e-07,0.003685498040939755,19.422574675752507
1793,BRN,2017,5270.0,,0.01,,,,,7289.99996185303,20.0,,1460.0,,1639.99998569489,,81.6462998102467,10743.0,12128104859.1498,430276.0,0.3111954432058615,1.352231040827146e-07,0.003811506999448935,20.086641887095883
1794,BRN,2018,5270.0,,0.01,,,,,7539.99996185303,20.0,,1440.0,,1620.00000476837,,82.4049335863378,11310.0,13567351175.0315,434274.0,0.3074003804114554,1.1940429519873533e-07,0.0037303637905294123,19.659017176089993
1795,BRN,2019,5270.0,,0.01,,,,,6989.99977111816,20.0,,1410.0,,1590.0000333786,,83.1210626185958,14091.0,13469422958.5105,438048.0,0.3017077862198482,1.1804514850236971e-07,0.0036297392828607824,19.12872602067633
1796,BRN,2020,5270.0,,,,,,,,,,,,,,83.8187855787476,4233.0,12005825759.223,441725.0,,,,
1797,BRN,2021,,,,,,,,,,,,,,,,,14006569575.68,445373.0,,,,
1798,BTN,1960,,,,,,,,,,,,,,,,,,221266.0,,,,
1799,BTN,1961,46723.0,,,,,,,,,,,,,,4.85994050039595,,,227071.0,,,,
1800,BTN,1962,46723.0,,,,,,,,,,,,,,4.99576225841663,,,233417.0,,,,
1801,BTN,1963,46723.0,,,,,,,,,,,,,,5.14239239774843,,,240268.0,,,,
1802,BTN,1964,46723.0,,,,,,,,,,,,,,5.29597842604285,,,247444.0,,,,
1803,BTN,1965,46723.0,,,,,,,,,,,,,,5.4579115210924,,,255010.0,,,,
1804,BTN,1966,46723.0,,,,,,,,,,,,,,5.62840571024977,,,262976.0,,,,
1805,BTN,1967,46723.0,,,,,,,,,,,,,,5.80739678530916,,,271339.0,,,,
1806,BTN,1968,46723.0,,,,,,,,,,,,,,5.99494895447638,,,280102.0,,,,
1807,BTN,1969,46723.0,,,,,,,,,,,,,,6.19172570254478,,,289296.0,,,,
1808,BTN,1970,46723.0,,,,,,,,,52.8807767732129,,34.3314380658291,,,6.39714915566209,,,298894.0,,,,
1809,BTN,1971,46723.0,,,,,,,,,52.9743163324178,,34.1786527980569,,,6.6099565524474,,,308837.0,,,,
1810,BTN,1972,46723.0,,,,,,,,,53.1342736719972,,33.9400145461768,,,6.83021210110652,,,319128.0,,,,
1811,BTN,1973,46723.0,,,,,,,,,52.9278247225991,,34.1311141877165,,,7.05862209190335,,,329800.0,,,,
1812,BTN,1974,46723.0,,,,,,,,,52.7936023868282,,34.2277463338101,,,7.29495109474991,,,340842.0,,,,
1813,BTN,1975,46723.0,,,,,,,,,53.3408982556396,,33.4908330084062,,,7.53952015067526,,,352269.0,,,,
1814,BTN,1976,46723.0,,,,,,,,,53.6157036674993,,33.1109914150852,,,7.79314256361963,,,364119.0,,,,
1815,BTN,1977,46723.0,,,,,,,,,53.4649607116662,,33.220758132488,,,8.05571131990668,,,376387.0,,,,
1816,BTN,1978,46723.0,,,,,,,,,52.7802312479767,,34.0077002718627,,,8.32720501680115,,,389072.0,,,,
1817,BTN,1979,46723.0,,,,,,,,,52.4570485896509,,34.3074470230947,,,8.6052479506881,,,402063.0,,,,
1818,BTN,1980,46723.0,,,,,,,,,52.3654928268136,,34.3676209622662,,,8.88763563983477,,128717410.916031,415257.0,,,,
1819,BTN,1981,46723.0,,,,,,,,,52.3514693391995,,34.1792879132285,,,9.17408984868266,,139150441.30485,428641.0,,,,
1820,BTN,1982,46723.0,,,,,,,,,52.8602331516529,,33.6957806972121,,,9.464310938938,,141366534.471459,442201.0,,,,
1821,BTN,1983,46723.0,,,,,,,,,53.4697097036711,,33.0879742004936,,,9.76035357318665,,156687192.069307,456033.0,,,,
1822,BTN,1984,46723.0,,,,,,,,,53.9087237757897,,32.6281917393289,,,10.0628170280162,,160459970.536972,470165.0,,,,
1823,BTN,1985,46723.0,,,,,,,,,54.4605332689007,,32.1538772186115,,,10.370224514693,,163272314.834276,484528.0,,,,
1824,BTN,1986,46723.0,,,,,,,,,54.9762390282453,,31.6099775073829,,,10.6831967125399,,191230747.105472,499151.0,,,,
1825,BTN,1987,46723.0,,,,,,,,,55.8653903137035,,30.6834944447323,,,11.0015623996747,,242770861.58179,514026.0,,,,
1826,BTN,1988,46723.0,,,,,,,,,51.8922348482317,,33.4539666862823,,,11.3231384970999,600.0,272241005.229885,529051.0,,,,
1827,BTN,1989,46723.0,,,,,,,,,51.3328740834754,,33.7578807461644,,,11.647561158316,600.0,264725206.950092,544209.0,,,,
1828,BTN,1990,46723.0,,95.8988521698186,0.0,,,100.234129954409,80.0,520.0,62.6506024096386,0.0,32.5301204819277,560.000002384186,,11.9521862894078,600.0,287658184.003427,558442.0,0.011985531801985874,1.946754980478895e-06,0.001002789909040126,46.853352920081754
1829,BTN,1991,46723.0,,95.9199381421397,,,,,130.0,530.0,63.0952380952381,0.0,32.1428571428571,569.999992847443,-0.885910100963927,12.1505468398861,600.0,240319995.602463,567710.0,0.012199558950569163,2.371837563572264e-06,0.0010040337370267266,46.91146829509989
1830,BTN,1992,46723.0,,95.287492052706,,,,,120.0,500.0,61.7283950617284,0.0,33.3333333333333,540.000021457672,30.1322607955671,11.6846949040087,600.0,240215763.888889,545944.0,0.011557477504819298,2.24797911975272e-06,0.0009891124757441642,46.214302204194716
1831,BTN,1993,46723.0,,95.8580746623879,,,,,130.0,500.0,61.7283950617284,0.0,33.3333333333333,540.000021457672,29.8199451107904,11.147357832331,600.0,225998091.177435,520838.0,0.011557477504819298,2.3894008070789795e-06,0.0010367907515535964,48.44197428483856
1832,BTN,1994,39800.0,,95.2909637508904,,,,,140.0,490.0,60.4938271604938,0.0,33.3333333333333,540.000021457672,29.5021883862093,13.0969849246231,600.0,258985597.704814,521260.0,0.013567839735117387,2.0850581122783205e-06,0.0010359513898201896,41.23086531484359
1833,BTN,1995,39800.0,,94.3717497455821,,,,,160.0,540.0,62.7906976744186,0.0,32.5581395348837,589.999973773956,25.6564614524094,13.2546733668342,900.0,290464801.110083,527536.0,0.014824119944069245,2.0312270936758095e-06,0.001118407035299877,44.51260000493501
1834,BTN,1996,39800.0,,93.2400206314055,,,,,200.0,520.0,61.1764705882353,0.0,32.9411764705882,569.999992847443,25.5802868951468,13.5048743718593,900.0,303435517.922664,537494.0,0.014321607860488517,1.878488045004401e-06,0.0010604769408541174,42.20698224599386
1835,BTN,1997,39800.0,,91.3500642374542,,,,,190.0,520.0,61.1764705882353,0.0,34.1176470588235,569.999992847443,14.9561125729371,13.7403266331658,1000.0,352260952.905536,546865.0,0.014321607860488517,1.6181185798367408e-06,0.0010423047604938018,41.483729467653404
1836,BTN,1998,39800.0,,91.5314709412851,,,,,200.0,510.0,60.0,0.0,34.1176470588235,560.000002384186,16.5329259082728,13.998567839196,1000.0,363452787.203102,557143.0,0.01407035181869814,1.5407778454351237e-06,0.0010051279516823976,40.004092476959364
1837,BTN,1999,39800.0,,91.5656229447683,,,,,200.0,540.0,61.3636363636364,0.0,34.0909090909091,589.999973773956,35.7963832320212,14.3464824120603,1100.0,399268801.672085,570990.0,0.014824119944069245,1.4777011659892133e-06,0.0010332930064869015,41.12506165817869
1838,BTN,2000,39800.0,,91.4,,,,,210.0,510.0,59.3023255813954,0.0,34.8837209302326,560.000002384186,12.346589882713,14.7539447236181,1138.0,424464089.897641,587207.0,0.01407035181869814,1.3193106689407563e-06,0.0009536671095272809,37.955950959185756
1839,BTN,2001,39800.0,,91.75,,,,,230.0,460.0,56.0975609756098,0.0,37.8048780487805,509.999990463257,3.1769143210344,15.1566331658291,1297.0,461444513.66815,603234.0,0.012814070112142136,1.1052249519863745e-06,0.0008454430460870193,33.64863323426347
1840,BTN,2002,39800.0,,91.2,,,,,239.999994635582,460.0,56.0975609756098,0.0,37.8048780487805,509.999990463257,9.96232624039384,15.5539698492462,1948.0,520849551.532606,619048.0,0.012814070112142136,9.79169491386862e-07,0.0008238456314587189,32.78905613205708
1841,BTN,2003,39800.0,,91.92,,,,,259.999990463257,460.0,55.421686746988,0.0,38.5542168674699,509.999990463257,-0.699173614874493,15.9454020100503,1890.0,604041957.921855,634627.0,0.012814070112142136,8.443121935069878e-07,0.0008036216398975414,31.984141267922052
1842,BTN,2004,38117.0,,93.46,0.0,,,276.926911295695,289.99999165535,460.0,54.7619047619048,0.0,38.0952380952381,509.999990463257,10.5967514815951,17.0525224965239,2306.0,682523857.01677,649991.0,0.013379856506631083,7.472266137222014e-07,0.00078462623399902,29.907598161340577
1843,BTN,2005,38117.0,,91.67,0.0,,,307.542479304954,319.999992847443,530.0,58.2417582417582,0.0,36.2637362637363,579.999983310699,12.4238526479364,17.4022876931553,2467.0,796938120.181406,663323.0,0.015216307246391348,7.277854686869219e-07,0.0008743854552166878,33.328950396494456
1844,BTN,2006,38117.0,,91.92,0.0,,,313.400469358049,319.999992847443,510.0,56.6666666666667,0.0,36.6666666666667,569.999992847443,36.6995958395633,17.6629850198074,2566.0,874989895.601121,673260.0,0.014953957364101135,6.514360859628568e-07,0.0008466268497273608,32.270875631057876
1845,BTN,2007,38117.0,,92.07,0.0,,,357.973867907643,319.999992847443,520.0,56.5217391304348,0.0,36.9565217391304,579.999983310699,21.7541477046429,17.8821523204869,2720.0,1168308516.63301,681614.0,0.015216307246391348,4.96444196933719e-07,0.000850921464803685,32.43457347392211
1846,BTN,2008,38117.0,,91.81,,,,,300.000011920929,450.0,52.9411764705882,0.0,41.1764705882353,509.999990463257,30.945152142355,18.095259333106,2772.0,1227808790.6733,689737.0,0.013379856506631083,4.1537411552786293e-07,0.0007394122549076778,28.1841769203159
1847,BTN,2009,38117.0,,92.38,,,,,319.999992847443,480.0,,0.0,,540.000021457672,47.797140624762,18.3035915733137,2706.0,1234014291.82342,697678.0,0.014166907717230422,4.375962458747137e-07,0.0007739960575762344,29.502407726633397
1848,BTN,2010,38117.0,,90.8,,,,,400.000005960464,480.0,,0.0,,540.000021457672,88.8019047992148,18.5092216071569,3053.39992695398,1547991317.81183,705516.0,0.014166907717230422,3.4883917968027845e-07,0.0007653972715823199,29.17464780090331
1849,BTN,2011,38117.0,,89.01,,,,,589.999973773956,470.0,,0.0,,540.000021457672,90.6899238472069,18.7142482356954,4146.03177501826,1777101316.67756,713331.0,0.014166907717230422,3.0386563579123743e-07,0.0007570118520822339,28.855020765818445
1850,BTN,2012,38117.0,,87.32,,,,,639.999985694885,460.0,,0.0,,529.999971389771,92.577942895199,18.9192486292206,3553.0,1781281281.57912,721145.0,0.013904556271211559,2.9753861833652785e-07,0.0007349423089528055,28.013795990354026
1851,BTN,2013,38117.0,,86.7,,,,,670.000016689301,470.0,,0.0,,540.000021457672,,19.1224125718183,5820.0,1756215665.09323,728889.0,0.014166907717230422,3.074793330857835e-07,0.0007408535750404685,28.23911571981761
1852,BTN,2014,38117.0,,86.54,,,,,699.999988079071,440.0,,0.0,,509.999990463257,,19.3183356507595,8772.0,1907090813.45906,736357.0,0.013379856506631083,2.674230229960705e-07,0.000692598821581457,26.399789282220404
1853,BTN,2015,38117.0,,86.68,,,,,769.999980926514,420.0,,0.0,,490.000009536743,,19.4998032374006,4640.0,2003598212.99135,743274.0,0.012855156742050608,2.4456001525634146e-07,0.0006592454593282464,25.128459173214814
1854,BTN,2016,38144.0,,85.02,,,,,930.000007152557,420.0,,0.0,,490.000009536743,,19.6560664848993,6065.0,2158972129.00307,749761.0,0.012846057296999345,2.2695985879308508e-07,0.000653541607974732,24.928691094588213
1855,BTN,2017,38144.0,,83.63,,,,,970.000028610229,420.0,,0.0,,500.0,,19.8228030620805,4215.0,2450364928.07302,756121.0,0.013108221476510067,2.040512391732617e-07,0.0006612698232161255,25.223476136755938
1856,BTN,2018,38140.0,,82.22,,,,,1049.99995231628,400.0,,0.0,,479.999989271164,,19.981541688516,5187.0,2446866404.93058,762096.0,0.01258521209415742,1.9616926706907075e-07,0.0006298418956026065,24.022169898283405
1857,BTN,2019,38140.0,,82.27,,,,,1049.99995231628,400.0,,0.0,,469.999998807907,,20.1221552176193,5067.0,2535657069.05537,767459.0,0.012323020419714394,1.8535629464397571e-07,0.0006124105637016531,23.357338899581045
1858,BTN,2020,38140.0,,,,,,,,,,,,,,20.2544834819088,1311.0,2325184481.4277,772506.0,,,,
1859,BTN,2021,,,,,,,,,,,,,,,,,2539552984.67797,777486.0,,,,
1860,BWA,1960,,,,,,,,,,,,,,,,,30412308.9864012,512865.0,,,,
1861,BWA,1961,566730.0,,,,,,,,,,,,,,0.925313641416548,,32902336.644746,524403.0,,,,
1862,BWA,1962,566730.0,,,,,,,,,,,,,,0.946531858204083,,35643207.6265246,536428.0,,,,
1863,BWA,1963,566730.0,,,,,,,,,,,,,,0.968787606091084,,38091150.566196,549041.0,,,,
1864,BWA,1964,566730.0,,,,,,,,,,,,,,0.992137349355072,,41613969.0506064,562274.0,,,,
1865,BWA,1965,566730.0,,,,,,,,,,,,,,1.00749033931502,,45790869.7473126,570975.0,,,,
1866,BWA,1966,566730.0,,,,,,,,,,,,,,1.01433663296455,,51464435.1464435,574855.0,,,,
1867,BWA,1967,566730.0,,,,,,,,,,,,,,1.02116175251001,,58646443.5146444,578723.0,,,,
1868,BWA,1968,566730.0,,,,,,,,,,,,,,1.02809980061052,,66248256.6248257,582655.0,,,,
1869,BWA,1969,566730.0,,,,,,,,,,,,,,1.03530252501191,,77356914.0788191,586737.0,,,,
1870,BWA,1970,566730.0,,,,,,,,,94.6167669388389,,2.61819151758208,,,1.0450196742717,,96245114.4611949,592244.0,,,,
1871,BWA,1971,566730.0,,,,,,,,,92.852519752402,,4.23252039185812,,,1.0660085049318,,127456485.120719,604139.0,,,,
1872,BWA,1972,566730.0,,,,,,,,,93.6710007028204,,3.59378532041471,,,1.10564289873485,,164466873.706004,626601.0,,,,
1873,BWA,1973,566730.0,,,,,,,,,93.8927924707115,,3.37691894424456,,,1.15971626700545,,244129088.027662,657246.0,,,,
1874,BWA,1974,566730.0,,,,,,,,,93.8780133459628,,3.45421110661256,,,1.22027949817373,,306033848.417954,691569.0,,,,
1875,BWA,1975,566730.0,,,,,,,,,94.1417327478126,,3.29463791813054,,,1.28443879801669,,355172413.793103,727930.0,,,,
1876,BWA,1976,566730.0,,,,,,,,,93.842405922818,,3.6920163197776,,,1.35236179485822,,372010119.595216,766424.0,,,,
1877,BWA,1977,566730.0,,,,,,,,,93.9814983446134,,3.60202089005699,,,1.4239020344785,,451603325.415677,806968.0,,,,
1878,BWA,1978,566730.0,,,,,,,,,93.5499826061709,,3.8728264630138,,,1.49876307942054,,590376720.598889,849394.0,,,,
1879,BWA,1979,566730.0,,,,,,,,,93.9256182638731,,3.42680546941961,,,1.57658849893247,1600.0,819877300.613497,893500.0,,,,
1880,BWA,1980,566730.0,,,,,,,,,94.5599600648034,,2.70243741045718,,,1.65612902087414,2700.0,1060923829.13021,938578.0,,,,
1881,BWA,1981,566730.0,0.0,,50.9774149183964,48.9024122022508,555.585516923481,767.996239113424,,,92.9244047129399,,4.27870312665741,,,1.73406560443245,2600.0,1073861599.13948,982747.0,,,,
1882,BWA,1982,566730.0,0.0,,50.83979965159,48.2537780238729,590.415138087739,773.230734040463,,,92.9390476972051,,4.18663364266856,,,1.80510825260706,2600.0,1014907254.54016,1023009.0,,,,
1883,BWA,1983,566730.0,0.0,,48.8230233341557,49.4270089126381,587.338564386165,752.820026453804,,,92.5697039937648,,4.35270052891292,,,1.87164434563196,2600.0,1172258182.14969,1060717.0,,,,
1884,BWA,1984,566730.0,0.0,,47.9265375945063,50.0754086732859,601.362846511459,741.371216463331,,,91.1627562063783,,5.40147984950163,,,1.93949499761791,2800.0,1240796364.75662,1099170.0,,,,
1885,BWA,1985,566730.0,0.0,,48.6787411271304,49.0488748446159,623.515856622968,755.920766063876,,,90.3147020835233,,5.92831639424194,,,2.00925308347891,3500.0,1114764007.14811,1138704.0,,,,
1886,BWA,1986,566730.0,0.0,,51.4490816755126,46.3210805215082,709.765336485585,799.485780525633,,,89.3090367724087,,6.6616863918736,,,2.08081979072927,3300.0,1392634771.9653,1179263.0,,,,
1887,BWA,1987,566730.0,0.0,,53.9344417910384,45.3567112744633,801.402208035163,768.280041725358,,,90.7659137565207,,5.32426415247177,,,2.15333756815415,4300.0,1965274882.36345,1220361.0,,,,
1888,BWA,1988,566730.0,0.0,,54.8919220207184,44.6360694961799,684.229888556949,874.80733735467,,,88.2454014323167,,7.46239152960522,,,2.22552538245725,4600.0,2644536804.11244,1261272.0,,,,
1889,BWA,1989,566730.0,0.0,,56.6530291696562,42.8729660368653,697.564899271782,905.837189274402,,,88.7996890826029,,7.0040557577859,,,2.29680976832001,4900.0,3083800684.89751,1301671.0,,,,
1890,BWA,1990,566730.0,0.0,47.5846378429877,64.8344856286624,34.5314304522804,737.994176555043,908.174888219973,2810.0,5320.0,87.9338842975207,140.0,9.42148760330578,5630.00011444092,,2.36704250701392,5800.0,3790567051.86778,1341474.0,0.009934184028445503,1.485265934464019e-06,0.004196876059052147,2378.4955689466256
1891,BWA,1991,566730.0,0.0,48.0827464013381,62.1677796421393,36.4295972495563,819.218533606068,898.763132123797,2730.0,4970.0,86.5853658536585,150.0,10.2787456445993,5300.00019073486,-19.714653087499,2.43605244119775,6700.0,3942792837.35655,1380584.0,0.00935189630112198,1.3442248703810293e-06,0.0038389552470076862,2175.651107136665
1892,BWA,1992,566730.0,0.0,44.7082733977345,65.3100088047438,33.8031527836348,888.297628977367,1006.48696588641,3300.0,4760.0,85.6115107913669,170.0,11.1510791366906,5099.99990463257,10.1985344113691,2.50682864856281,6300.0,4146513722.33019,1420695.0,0.008998994061779984,1.2299488790227746e-06,0.0035897922528287706,2034.4429634456471
1893,BWA,1993,566730.0,0.0,45.8854283157132,63.9670394185461,34.9808743283703,882.194846067257,980.807816930208,3250.0,4560.0,84.4444444444444,170.0,12.037037037037,4920.00007629395,-33.7429474103599,2.58017398055511,3800.0,4160086253.1468,1462262.0,0.008681382803617155,1.1826678046812925e-06,0.003364650162757392,1906.8481867395003
1894,BWA,1994,566730.0,0.0,48.2731524154428,61.9549073288504,36.202991318426,918.496565448035,939.927930276733,3080.0,4800.0,84.5070422535211,180.0,11.9718309859155,5170.00007629395,-20.3708917173334,2.65301642757574,3600.0,4259330999.03151,1503544.0,0.009122509971757186,1.2138056604357607e-06,0.003438542587575721,1948.7252406567893
